ticker,nome,setor,tipo,preco_brl,preco_usd,abertura,maxima,minima,volume,var_1d,var_1w,var_1m,var_ytd,var_5y,var_all,preco_1d_ago,preco_1w_ago,preco_1m_ago,preco_inicio_ano,preco_5y_ago,preco_all_time,market_cap,pe_ratio,forward_pe,pb_ratio,dividend_yield,eps,beta,week_52_high,week_52_low,pct_from_52w_high,ma_50,ma_200,rsi_14,above_ma_50,above_ma_200,ma_50_above_200,profit_margin,roe,debt_to_equity,analyst_rating,target_price,num_analysts,ibov_change_1d,ibov_change_ytd,sp500_change_1d,sp500_change_ytd,vs_ibov_1d,vs_ibov_1m,vs_ibov_ytd,vs_sp500_1d,vs_sp500_1m,vs_sp500_ytd,signal_golden_cross,signal_death_cross,signal_rsi_oversold,signal_rsi_overbought,signal_52w_high,signal_52w_low,signal_volume_spike,signal_summary,volatility_30d,avg_volume_20d,volume_ratio,news_sentiment_pt,news_sentiment_en,news_sentiment_combined,news_count_pt,news_count_en,news_headline_pt,news_headline_en,news_sentiment_label,data_cotacao,atualizado_em
CVX,Chevron,Petróleo e Gás,stock,953.84,183.72,184.59,184.89,182.32,3920835.0,-0.01,-0.01,-0.01,-0.01,75.32,2007.18,183.74,183.74,183.74,183.74,104.79,8.72,,,,,,,,,,,125.84,,51.3,1,,,,,,,,,-0.11,16.88,0.44,0.68,0.1,-9.62,-16.89,-0.45,-0.25,-0.69,0,0,0,0,0,0,0,neutral,15.39,545833156.75,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:24
PETR3,Petrobras ON,Petróleo e Gás,stock,40.53,7.81,40.79,41.22,40.4,4277800.0,2.09,2.09,0.35,0.35,82.98,706.19,39.7,39.7,40.39,40.39,22.15,5.03,,,,,,,,,,,35.92,25.57,48.3,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,2.2,-9.26,-16.53,1.65,0.11,-0.33,1,0,0,0,0,0,0,bullish,8.13,202058025.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
PETR4,Petrobras PN,Petróleo e Gás,stock,37.63,7.25,37.67,37.94,37.45,21591000.0,2.01,2.01,-0.34,-0.34,69.2,551.6,36.89,36.89,37.76,37.76,22.24,5.78,,,,,,,,,,,33.15,23.8,49.9,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,2.12,-9.95,-17.22,1.57,-0.58,-1.02,1,0,0,0,0,0,0,bullish,7.46,683056640.0,0.03,,,,,,,,,2026-02-20,2026-02-20 18:03:23
PRIO3,PetroRio,Petróleo e Gás,stock,54.27,10.45,54.93,54.94,54.15,5189000.0,3.25,3.25,6.43,6.43,224.54,100.41,52.56,52.56,50.99,50.99,16.72,27.08,,,,,,,,,,,39.19,,65.0,1,,,,,,,,,-0.11,16.88,0.44,0.68,3.37,-3.17,-10.44,2.82,6.19,5.75,0,0,0,0,0,0,0,neutral,8.17,183169015.0,0.03,,,,,,,,,2026-02-20,2026-02-20 18:03:23
RAIZ4,Raízen,Petróleo e Gás,stock,0.6,0.12,0.62,0.63,0.58,53036800.0,-3.23,-4.76,-25.93,-25.0,,-91.55,0.62,0.63,0.81,0.8,,7.1,,,,,,,,,,,1.26,2.94,36.1,0,0,0,,,,,,,-0.11,16.88,0.44,0.68,-3.11,-35.53,-41.88,-3.66,-26.16,-25.68,0,1,0,0,0,0,0,bearish,10.21,131527265.0,0.4,,,,,,,,,2026-02-20,2026-02-20 18:03:23
RECV3,PetroReconcavo,Petróleo e Gás,stock,11.44,2.2,11.34,11.55,11.3,2763800.0,0.62,5.44,2.97,3.91,,-29.57,11.37,10.85,11.11,11.01,,16.24,,,,,,,,,,,12.79,19.99,57.0,0,0,0,,,,,,,-0.11,16.88,0.44,0.68,0.73,-6.63,-12.97,0.18,2.73,3.23,0,1,0,0,0,0,0,bearish,3.31,16915465.0,0.16,,,,,,,,,2026-02-20,2026-02-20 18:03:23
UGPA3,Ultrapar,Petróleo e Gás,stock,27.43,5.28,27.41,27.49,27.1,1607000.0,1.67,1.67,8.08,8.08,208.16,-100.0,26.98,26.98,25.38,25.38,8.9,3780717.5,,,,,,,,,,,18.97,12.97,80.2,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,1.78,-1.53,-8.8,1.23,7.84,7.4,1,0,0,1,0,0,0,bullish,8.95,119739095.0,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:23
VBBR3,Vibra Energia,Petróleo e Gás,stock,31.68,6.1,31.5,31.78,31.2,1665100.0,0.35,-0.16,11.55,22.98,48.44,50.21,31.57,31.73,28.4,25.76,21.34,21.09,,,,,,,,,,,22.21,19.19,86.7,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,0.46,1.95,6.1,-0.09,11.31,22.3,1,0,0,1,0,0,0,bullish,3.68,41819228.9,0.04,,,,,,,,,2026-02-20,2026-02-20 18:03:23
XOM,Exxon Mobil,Petróleo e Gás,stock,762.21,146.81,150.49,150.81,146.46,10570901.0,-1.1,-1.1,-1.1,-1.1,162.96,2237.27,148.45,148.45,148.45,148.45,55.83,6.28,,,,,,,,,,,88.11,,64.6,1,,,,,,,,,-0.11,16.88,0.44,0.68,-0.99,-10.71,-17.98,-1.54,-1.34,-1.78,0,0,0,0,0,0,0,neutral,16.5,1105608320.05,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:24
MCD,McDonald's,Restaurantes,stock,1699.95,327.43,328.03,330.22,325.96,1140293.0,-0.05,-0.05,-0.05,-0.05,46.08,9847.24,327.58,327.58,327.58,327.58,224.14,3.29,,,,,,,,,,,204.68,,61.1,1,,,,,,,,,-0.11,16.88,0.44,0.68,0.07,-9.65,-16.92,-0.48,-0.28,-0.72,0,0,0,0,0,0,0,neutral,8.84,178133594.65,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:24
CSMG3,Copasa,Saneamento,stock,57.69,11.11,57.73,58.07,56.89,1245900.0,3.37,3.37,12.79,12.79,299.79,630.0,55.81,55.81,51.15,51.15,14.43,7.9,,,,,,,,,,,22.89,15.32,87.9,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,3.48,3.18,-4.09,2.93,12.55,12.11,1,0,0,1,0,0,0,bullish,9.08,42828025.0,0.03,,,,,,,,,2026-02-20,2026-02-20 18:03:23
SAPR11,Sanepar,Saneamento,stock,46.4,8.94,46.78,46.78,45.81,369700.0,-0.66,0.5,-0.58,15.45,121.27,132.39,46.71,46.17,46.67,40.19,20.97,19.97,,,,,,,,,,,36.14,26.41,88.2,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-0.55,-10.18,-1.43,-1.1,-0.82,14.77,1,0,0,1,0,0,0,bullish,3.3,6397315.0,0.06,,,,,,,,,2026-02-20,2026-02-20 18:03:23
SBSP3,Sabesp,Saneamento,stock,153.04,29.48,152.54,153.86,150.92,732000.0,0.35,0.35,8.37,8.37,328.2,2324.26,152.5,152.5,141.22,141.22,35.74,6.31,,,,,,,,,,,80.19,40.47,84.0,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,0.47,-1.23,-8.51,-0.08,8.13,7.69,1,0,0,1,0,0,0,bullish,6.71,66573486.95,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:23
FLRY3,Fleury,Saúde,stock,17.95,3.46,17.89,18.1,17.69,880600.0,2.45,2.45,8.0,8.0,-29.05,95.33,17.52,17.52,16.62,16.62,25.3,9.19,,,,,,,,,,,14.97,,73.2,1,,,,,,,,,-0.11,16.88,0.44,0.68,2.57,-1.6,-8.87,2.02,7.76,7.32,0,0,0,1,0,0,0,neutral,6.96,64405010.0,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:23
HAPV3,Hapvida,Saúde,stock,10.54,2.03,10.7,11.04,10.51,5423300.0,-2.32,1.35,-23.29,-27.61,-95.92,-87.45,10.79,10.4,13.74,14.56,258.6,84.0,,,,,,,,,,,28.87,56.93,22.1,0,0,0,,,,,,,-0.11,16.88,0.44,0.68,-2.2,-32.89,-44.49,-2.76,-23.53,-28.29,0,1,1,0,0,0,0,bearish,9.66,44049325.0,0.12,,,,,,,,,2026-02-20,2026-02-20 18:03:23
HYPE3,Hypera,Saúde,stock,23.61,4.55,23.35,23.88,23.3,1647900.0,1.33,1.33,-6.35,-6.35,-27.97,114.73,23.3,23.3,25.21,25.21,32.78,10.99,,,,,,,,,,,32.13,25.95,60.9,0,0,1,,,,,,,-0.11,16.88,0.44,0.68,1.44,-15.95,-23.22,0.89,-6.58,-7.03,1,0,0,0,0,0,0,neutral,9.27,77887845.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
JNJ,Johnson & Johnson,Saúde,stock,1261.76,243.03,246.47,246.88,240.28,6476010.0,-0.17,-0.17,-0.17,-0.17,47.87,9158.29,243.45,243.45,243.45,243.45,164.35,2.63,,,,,,,,,,,144.89,,65.4,1,,,,,,,,,-0.11,16.88,0.44,0.68,-0.06,-9.78,-17.05,-0.61,-0.41,-0.85,0,0,0,0,0,0,0,neutral,8.61,488781605.5,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:24
PNVL3,Dasa,Saúde,stock,15.75,3.03,15.55,15.76,15.51,9045100.0,0.96,0.96,19.05,19.05,-16.22,3136.31,15.6,15.6,13.23,13.23,18.8,0.49,,,,,,,,,,,11.04,10.85,83.5,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,1.08,9.44,2.17,0.52,18.81,18.37,1,0,0,1,0,0,0,bullish,8.16,8251490.0,1.1,,,,,,,,,2026-02-20,2026-02-20 18:03:23
QUAL3,Qualicorp,Saúde,stock,2.43,0.47,2.55,2.58,2.41,3532300.0,5.19,5.19,7.05,7.05,-92.31,-83.75,2.31,2.31,2.27,2.27,31.59,14.95,,,,,,,,,,,4.3,,58.8,0,,,,,,,,,-0.11,16.88,0.44,0.68,5.31,-2.56,-9.83,4.76,6.81,6.37,0,0,0,0,0,0,0,neutral,17.74,62890210.0,0.06,,,,,,,,,2026-02-20,2026-02-20 18:03:23
RADL3,Raia Drogasil,Saúde,stock,26.1,5.03,26.14,26.33,25.86,2955200.0,0.58,0.58,6.53,6.53,19.19,391439.16,25.95,25.95,24.5,24.5,21.9,0.01,,,,,,,,,,,22.87,13.15,60.5,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,0.69,-3.07,-10.35,0.14,6.29,5.85,1,0,0,0,0,0,0,bullish,10.47,198497686.8,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:23
RDOR3,Rede D'Or,Saúde,stock,44.56,8.58,44.38,44.85,43.89,2432900.0,-0.18,4.45,1.39,10.11,-38.92,-34.71,44.64,42.66,43.95,40.47,72.96,68.25,,,,,,,,,,,38.36,31.08,49.9,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-0.06,-8.22,-6.77,-0.62,1.15,9.43,1,0,0,0,0,0,0,bullish,4.48,25203500.0,0.1,,,,,,,,,2026-02-20,2026-02-20 18:03:23
UNH,UnitedHealth,Saúde,stock,1491.09,287.2,288.9,289.91,285.55,3420075.0,-2.04,-2.04,-2.04,-2.04,-22.81,122438.67,293.19,293.19,293.19,293.19,372.07,0.23,,,,,,,,,,,304.78,,30.8,0,,,,,,,,,-0.11,16.88,0.44,0.68,-1.93,-11.65,-18.92,-2.48,-2.28,-2.72,0,0,0,0,0,0,0,neutral,13.57,309813993.75,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:24
BBSE3,BB Seguridade,Seguros,stock,33.88,6.53,33.58,33.93,33.47,6967600.0,0.18,0.18,-9.19,-9.19,33.23,83.43,33.82,33.82,37.31,37.31,25.43,18.47,,,,,,,,,,,32.88,,40.5,1,,,,,,,,,-0.11,16.88,0.44,0.68,0.29,-18.8,-26.07,-0.26,-9.43,-9.87,0,0,0,0,0,0,0,neutral,4.92,104548050.0,0.07,,,,,,,,,2026-02-20,2026-02-20 18:03:23
IRBR3,IRB Brasil RE,Seguros,stock,58.6,11.29,58.96,59.04,58.2,192200.0,-0.91,-1.21,6.12,11.92,-63.16,-73.18,59.14,59.32,55.22,52.36,159.06,218.53,,,,,,,,,,,49.47,42.54,69.1,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-0.8,-3.48,-4.96,-1.35,5.88,11.24,1,0,0,0,0,0,0,bullish,3.9,3492690.0,0.06,,,,,,,,,2026-02-20,2026-02-20 18:03:23
PSSA3,Porto Seguro,Seguros,stock,51.19,9.86,51.48,51.92,50.92,926900.0,0.37,0.37,1.89,1.89,134.87,1398.24,51.0,51.0,50.24,50.24,21.8,3.42,,,,,,,,,,,33.17,21.23,68.0,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,0.49,-7.71,-14.99,-0.07,1.65,1.21,1,0,0,0,0,0,0,bullish,6.06,39644000.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
B3SA3,B3,Serviços Financeiros,stock,17.73,3.42,17.54,17.83,17.45,12237000.0,1.55,1.55,9.78,9.78,-2.04,-47.7,17.46,17.46,16.15,16.15,18.1,33.9,,,,,,,,,,,12.77,9.59,70.8,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,1.66,0.18,-7.09,1.11,9.55,9.1,1,0,0,1,0,0,0,bullish,10.19,824456970.0,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:23
IGTI11,Iguatemi,Shoppings,stock,28.92,5.57,28.87,29.17,28.66,761400.0,-0.55,1.72,3.58,14.26,,46.87,29.08,28.43,27.92,25.31,,19.69,,,,,,,,,,,23.61,21.39,69.8,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-0.44,-6.02,-2.61,-0.99,3.34,13.58,1,0,0,0,0,0,0,bullish,2.7,9745640.0,0.08,,,,,,,,,2026-02-20,2026-02-20 18:03:23
